Time,B,Elapsed_Time,TouchTag
39:41.0,634,3.284283,0
39:41.3,634.25,3.277878,0
39:41.5,634.5,3.275316,0
39:41.7,634.75,3.277878,0
39:42.0,635,3.275316,0
39:42.3,635.25,3.277878,0
39:42.5,635.5,3.277878,0
39:42.8,635.75,3.277878,0
39:43.0,636,3.283002,0
39:43.3,636.25,3.283002,0
39:43.5,636.5,3.274034,0
39:43.8,636.75,3.272753,0
39:44.0,637,3.276597,0
39:44.2,637.25,3.277878,0
39:44.5,637.5,3.274034,0
39:44.8,637.75,3.275316,0
39:45.0,638,3.274034,0
39:45.3,638.25,3.274034,0
39:45.5,638.5,3.271472,0
39:45.8,638.75,3.271472,0
39:46.0,639,3.26891,0
39:46.3,639.25,3.267629,0
39:46.5,639.5,3.265067,0
39:46.8,639.75,3.267629,0
39:47.0,640,3.262505,0
39:47.3,640.25,3.266348,0
39:47.5,640.5,3.276597,0
39:47.7,640.75,3.274034,0
39:48.0,641,3.26891,0
39:48.3,641.25,3.265067,0
39:48.5,641.5,3.26891,0
39:48.8,641.75,3.262505,0
39:49.0,642,3.262505,0
39:49.3,642.25,3.265067,0
39:49.5,642.5,3.267629,0
39:49.7,642.75,3.26891,0
39:50.0,643,3.261223,0
39:50.2,643.25,3.259942,0
39:50.5,643.5,3.261223,0
39:50.8,643.75,3.265067,0
39:51.0,644,3.25738,0
39:51.2,644.25,3.261223,0
39:51.5,644.5,3.266348,0
39:51.8,644.75,3.26891,0
39:52.0,645,3.265067,0
39:52.3,645.25,3.261223,0
39:52.5,645.5,3.262505,0
39:52.8,645.75,3.258661,0
39:53.0,646,3.25738,0
39:53.3,646.25,3.265067,0
39:53.5,646.5,3.259942,0
39:53.7,646.75,3.265067,0
39:54.0,647,3.271472,0
39:54.3,647.25,3.262505,0
39:54.5,647.5,3.265067,0
39:54.8,647.75,3.265067,0
39:55.0,648,3.266348,0
39:55.3,648.25,3.262505,0
39:55.5,648.5,3.263786,0
39:55.8,648.75,3.259942,0
39:56.0,649,3.265067,0
39:56.3,649.25,3.262505,0
39:56.5,649.5,3.261223,0
39:56.8,649.75,3.271472,0
39:57.0,650,3.267629,0
39:57.2,650.25,3.266348,0
39:57.5,650.5,3.266348,0
39:57.8,650.75,3.266348,0
39:58.0,651,3.261223,0
39:58.3,651.25,3.259942,0
39:58.5,651.5,3.261223,0
39:58.8,651.75,3.258661,0
39:59.0,652,3.258661,0
39:59.2,652.25,3.265067,0
39:59.5,652.5,3.262505,0
39:59.7,652.75,3.261223,0
40:00.0,653,3.259942,0
40:00.3,653.25,3.254818,0
40:00.5,653.5,3.258661,0
40:00.7,653.75,3.259942,0
40:01.0,654,3.262505,0
40:01.3,654.25,3.259942,0
40:01.5,654.5,3.261223,0
40:01.8,654.75,3.259942,0
40:02.0,655,3.259942,0
40:02.3,655.25,3.259942,0
40:02.5,655.5,3.25738,0
40:02.8,655.75,3.261223,0
40:03.0,656,3.263786,0
40:03.2,656.25,3.262505,0
40:03.5,656.5,3.258661,0
40:03.8,656.75,3.256099,0
40:04.0,657,3.263786,0
40:04.3,657.25,3.263786,0
40:04.5,657.5,3.258661,0
40:04.8,657.75,3.259942,0
40:05.0,658,3.270191,0
40:05.3,658.25,3.262505,0
40:05.5,658.5,3.261223,0
40:05.8,658.75,3.262505,0
40:06.0,659,3.263786,0
40:06.3,659.25,3.259942,0
40:06.5,659.5,3.267629,0
40:06.7,659.75,3.262505,0
40:07.0,660,3.25738,0
40:07.3,660.25,3.259942,0
40:07.5,660.5,3.26891,0
40:07.8,660.75,3.26891,0
40:08.0,661,3.262505,0
40:08.3,661.25,3.266348,0
40:08.5,661.5,3.263786,0
40:08.7,661.75,3.265067,0
40:09.0,662,3.259942,0
40:09.2,662.25,3.25738,0
40:09.5,662.5,3.262505,0
40:09.8,662.75,3.259942,0
40:10.0,663,3.259942,0
40:10.2,663.25,3.261223,0
40:10.5,663.5,3.26891,0
40:10.8,663.75,3.262505,0
40:11.0,664,3.267629,0
40:11.2,664.25,3.262505,0
40:11.5,664.5,3.258661,0
40:11.8,664.75,3.261223,0
40:12.0,665,3.258661,0
40:12.3,665.25,3.258661,0
40:12.5,665.5,3.25738,0
40:12.7,665.75,3.259942,0
40:13.0,666,3.259942,0
40:13.3,666.25,3.263786,0
40:13.5,666.5,3.259942,0
40:13.8,666.75,3.25738,0
40:14.0,667,3.258661,0
40:14.3,667.25,3.256099,0
40:14.5,667.5,3.25738,0
40:14.8,667.75,3.259942,0
40:15.0,668,3.261223,0
40:15.3,668.25,3.25738,0
40:15.5,668.5,3.258661,0
40:15.8,668.75,3.258661,0
40:16.0,669,3.263786,0
40:16.2,669.25,3.261223,0
40:16.5,669.5,3.266348,0
40:16.8,669.75,3.259942,0
40:17.0,670,3.253537,0
40:17.3,670.25,3.256099,0
40:17.5,670.5,3.259942,0
40:17.8,670.75,3.262505,0
40:18.0,671,3.258661,0
40:18.2,671.25,3.258661,0
40:18.5,671.5,3.254818,0
40:18.7,671.75,3.259942,0
40:19.0,672,3.258661,0
40:19.3,672.25,3.25738,0
40:19.5,672.5,3.256099,0
40:19.7,672.75,3.256099,0
40:20.0,673,3.25738,0
40:20.3,673.25,3.25738,0
40:20.5,673.5,3.25738,0
40:20.7,673.75,3.261223,0
40:21.0,674,3.254818,0
40:21.3,674.25,3.252256,0
40:21.5,674.5,3.263786,0
40:21.8,674.75,3.261223,0
40:22.0,675,3.25738,0
40:22.2,675.25,3.254818,0
40:22.5,675.5,3.258661,0
40:22.8,675.75,3.25738,0
40:23.0,676,3.25738,0
40:23.3,676.25,3.256099,0
40:23.5,676.5,3.25738,0
40:23.8,676.75,3.258661,0
40:24.0,677,3.258661,0
40:24.3,677.25,3.25738,0
40:24.5,677.5,3.25738,0
40:24.8,677.75,3.256099,0
40:25.0,678,3.25738,0
40:25.3,678.25,3.256099,0
40:25.5,678.5,3.252256,0
40:25.7,678.75,3.25738,0
40:26.0,679,3.256099,0
40:26.3,679.25,3.254818,0
40:26.5,679.5,3.249693,0
40:26.8,679.75,3.256099,0
40:27.0,680,3.261223,0
40:27.3,680.25,3.253537,0
40:27.5,680.5,3.265067,0
40:27.7,680.75,3.258661,0
40:28.0,681,3.261223,0
40:28.2,681.25,3.256099,0
40:28.5,681.5,3.25738,0
40:28.8,681.75,3.25738,0
40:29.0,682,3.258661,0
40:29.2,682.25,3.253537,0
40:29.5,682.5,3.25738,0
40:29.8,682.75,3.263786,0
40:30.0,683,3.261223,0
40:30.2,683.25,3.265067,0
40:30.5,683.5,3.261223,0
40:30.8,683.75,3.256099,0
40:31.0,684,3.261223,0
40:31.3,684.25,3.259942,0
40:31.5,684.5,3.25738,0
40:31.7,684.75,3.254818,0
40:32.0,685,3.258661,0
40:32.3,685.25,3.256099,0
40:32.5,685.5,3.263786,0
40:32.8,685.75,3.258661,0
40:33.0,686,3.261223,0
40:33.3,686.25,3.256099,0
40:33.5,686.5,3.258661,0
40:33.8,686.75,3.258661,0
40:34.0,687,3.25738,0
40:34.3,687.25,3.261223,0
40:34.5,687.5,3.263786,0
40:34.8,687.75,3.256099,0
40:35.0,688,3.253537,0
40:35.2,688.25,3.258661,0
40:35.5,688.5,3.261223,0
40:35.8,688.75,3.25738,0
40:36.0,689,3.256099,0
40:36.3,689.25,3.258661,0
40:36.5,689.5,3.25738,0
40:36.8,689.75,3.254818,0
40:37.0,690,3.249693,0
40:37.2,690.25,3.25738,0
40:37.5,690.5,3.25738,0
40:37.7,690.75,3.259942,0
40:38.0,691,3.256099,0
40:38.3,691.25,3.249693,0
40:38.5,691.5,3.256099,0
40:38.8,691.75,3.254818,0
40:39.0,692,3.252256,0
40:39.3,692.25,3.247131,0
40:39.5,692.5,3.252256,0
40:39.7,692.75,3.254818,0
40:40.0,693,3.252256,0
40:40.3,693.25,3.250975,0
40:40.5,693.5,3.250975,0
40:40.8,693.75,3.258661,0
40:41.0,694,3.254818,0
40:41.2,694.25,3.253537,0
40:41.5,694.5,3.256099,0
40:41.8,694.75,3.256099,0
40:42.0,695,3.254818,0
40:42.3,695.25,3.253537,0
40:42.5,695.5,3.249693,0
40:42.8,695.75,3.250975,0
40:43.0,696,3.253537,0
40:43.3,696.25,3.253537,0
40:43.5,696.5,3.249693,0
40:43.8,696.75,3.253537,0
40:44.0,697,3.253537,0
40:44.3,697.25,3.252256,0
40:44.5,697.5,3.254818,0
40:44.7,697.75,3.253537,0
40:45.0,698,3.253537,0
40:45.3,698.25,3.256099,0
40:45.5,698.5,3.252256,0
40:45.8,698.75,3.249693,0
40:46.0,699,3.250975,0
40:46.3,699.25,3.258661,0
40:46.5,699.5,3.250975,0
40:46.7,699.75,3.250975,0
40:47.0,700,3.254818,0
40:47.2,700.25,3.254818,0
40:47.5,700.5,3.26891,0
40:47.8,700.75,3.259942,0
40:48.0,701,3.254818,0
40:48.3,701.25,3.25738,0
40:48.5,701.5,3.259942,0
40:48.8,701.75,3.256099,0
40:49.0,702,3.256099,0
40:49.2,702.25,3.258661,0
40:49.5,702.5,3.258661,0
40:49.8,702.75,3.263786,0
40:50.0,703,3.25738,0
40:50.3,703.25,3.247131,0
40:50.5,703.5,3.252256,0
40:50.7,703.75,3.248412,0
40:51.0,704,3.248412,0
40:51.3,704.25,3.250975,0
40:51.5,704.5,3.254818,0
40:51.8,704.75,3.259942,0
40:52.0,705,3.254818,0
40:52.3,705.25,3.253537,0
40:52.5,705.5,3.250975,0
40:52.8,705.75,3.254818,0
40:53.0,706,3.253537,0
40:53.3,706.25,3.252256,0
40:53.5,706.5,3.247131,0
40:53.8,706.75,3.252256,0
40:54.0,707,3.253537,0
40:54.2,707.25,3.250975,0
40:54.5,707.5,3.25738,0
40:54.8,707.75,3.254818,0
40:55.0,708,3.253537,0
40:55.3,708.25,3.252256,0
40:55.5,708.5,3.254818,0
40:55.8,708.75,3.254818,0
40:56.0,709,3.252256,0
40:56.2,709.25,3.253537,0
40:56.5,709.5,3.252256,0
40:56.7,709.75,3.249693,0
40:57.0,710,3.256099,0
40:57.3,710.25,3.25738,0
40:57.5,710.5,3.256099,0
40:57.8,710.75,3.252256,0
40:58.0,711,3.249693,0
40:58.3,711.25,3.252256,0
40:58.5,711.5,3.211261,0
40:58.7,711.75,3.215104,0
40:59.0,712,3.23432,0
40:59.3,712.25,3.253537,0
40:59.5,712.5,3.240726,0
40:59.8,712.75,3.239445,0
41:00.0,713,3.248412,0
41:00.2,713.25,3.252256,0
41:00.5,713.5,3.253537,0
41:00.8,713.75,3.258661,0
41:01.0,714,3.258661,0
41:01.3,714.25,3.258661,0
41:01.5,714.5,3.258661,0
41:01.8,714.75,3.250975,0
41:02.0,715,3.259942,0
41:02.3,715.25,3.259942,0
41:02.5,715.5,3.263786,0
41:02.8,715.75,3.256099,0
41:03.0,716,3.261223,0
41:03.3,716.25,3.238163,0
41:03.5,716.5,3.262505,0
41:03.7,716.75,3.262505,0
41:04.0,717,3.250975,0
41:04.3,717.25,3.259942,0
41:04.5,717.5,3.265067,0
41:04.8,717.75,3.250975,0
41:05.0,718,3.249693,0
41:05.3,718.25,3.233039,0
41:05.5,718.5,3.263786,0
41:05.7,718.75,3.271472,0
41:06.0,719,3.26891,0
41:06.2,719.25,3.272753,0
41:06.5,719.5,3.26891,0
41:06.8,719.75,3.270191,0
41:07.0,720,3.272753,0
41:07.3,720.25,3.271472,0
41:07.5,720.5,3.283002,0
41:07.8,720.75,3.28044,0
41:08.0,721,3.28044,0
41:08.2,721.25,3.284283,0
41:08.5,721.5,3.276597,0
41:08.8,721.75,3.267629,0
41:09.0,722,3.276597,0
41:09.3,722.25,3.271472,0
41:09.5,722.5,3.272753,0
41:09.7,722.75,3.270191,0
41:10.0,723,3.270191,0
41:10.3,723.25,3.271472,0
41:10.5,723.5,3.270191,0
41:10.8,723.75,3.26891,0
41:11.0,724,3.265067,0
41:11.3,724.25,3.270191,0
41:11.5,724.5,3.270191,0
41:11.8,724.75,3.271472,0
41:12.0,725,3.270191,0
41:12.2,725.25,3.270191,0
41:12.5,725.5,3.26891,0
41:12.8,725.75,3.271472,0
41:13.0,726,3.26891,0
41:13.2,726.25,3.270191,0
41:13.5,726.5,3.270191,0
41:13.8,726.75,3.275316,0
41:14.0,727,3.267629,0
41:14.3,727.25,3.26891,0
41:14.5,727.5,3.271472,0
41:14.8,727.75,3.270191,0
41:15.0,728,3.267629,0
41:15.2,728.25,3.261223,0
41:15.5,728.5,3.26891,0
41:15.7,728.75,3.26891,0
41:16.0,729,3.270191,0
41:16.3,729.25,3.26891,0
41:16.5,729.5,3.275316,0
41:16.8,729.75,3.26891,0
41:17.0,730,3.271472,0
41:17.3,730.25,3.270191,0
41:17.5,730.5,3.266348,0
41:17.7,730.75,3.267629,0
41:18.0,731,3.270191,0
41:18.3,731.25,3.266348,0
41:18.5,731.5,3.270191,0
41:18.8,731.75,3.274034,0
41:19.0,732,3.271472,0
41:19.2,732.25,3.281721,0
41:19.5,732.5,3.272753,0
41:19.8,732.75,3.26891,0
41:20.0,733,3.272753,0
41:20.3,733.25,3.261223,0
41:20.5,733.5,3.248412,0
41:20.8,733.75,3.240726,0
41:21.0,734,3.259942,0
41:21.3,734.25,3.261223,0
41:21.5,734.5,3.267629,0
41:21.7,734.75,3.266348,0
41:22.0,735,3.272753,0
41:22.3,735.25,3.266348,0
41:22.5,735.5,3.26891,0
41:22.7,735.75,3.267629,0
41:23.0,736,3.262505,0
41:23.3,736.25,3.262505,0
41:23.5,736.5,3.263786,0
41:23.8,736.75,3.267629,0
41:24.0,737,3.265067,0
41:24.3,737.25,3.262505,0
41:24.5,737.5,3.263786,0
41:24.7,737.75,3.266348,0
41:25.0,738,3.263786,0
41:25.2,738.25,3.265067,0
41:25.5,738.5,3.267629,0
41:25.8,738.75,3.266348,0
41:26.0,739,3.263786,0
41:26.3,739.25,3.263786,0
41:26.5,739.5,3.263786,0
41:26.8,739.75,3.266348,0
41:27.0,740,3.265067,0
41:27.2,740.25,3.266348,0
41:27.5,740.5,3.279159,0
41:27.8,740.75,3.271472,0
41:28.0,741,3.272753,0
41:28.3,741.25,3.267629,0
41:28.5,741.5,3.26891,0
41:28.7,741.75,3.267629,0
41:29.0,742,3.267629,0
41:29.3,742.25,3.274034,0
41:29.5,742.5,3.266348,0
41:29.8,742.75,3.263786,0
41:30.0,743,3.271472,0
41:30.3,743.25,3.276597,0
41:30.5,743.5,3.263786,0
41:30.8,743.75,3.26891,0
41:31.0,744,3.271472,0
41:31.2,744.25,3.271472,0
41:31.5,744.5,3.275316,0
41:31.8,744.75,3.270191,0
41:32.0,745,3.265067,0
41:32.2,745.25,3.267629,0
41:32.5,745.5,3.266348,0
41:32.8,745.75,3.266348,0
41:33.0,746,3.267629,0
41:33.3,746.25,3.270191,0
41:33.5,746.5,3.266348,0
41:33.8,746.75,3.270191,0
41:34.0,747,3.267629,0
41:34.2,747.25,3.259942,0
41:34.5,747.5,3.270191,0
41:34.7,747.75,3.26891,0
41:35.0,748,3.263786,0
41:35.3,748.25,3.266348,0
41:35.5,748.5,3.266348,0
41:35.8,748.75,3.272753,0
41:36.0,749,3.270191,0
41:36.3,749.25,3.266348,0
41:36.5,749.5,3.26891,0
41:36.7,749.75,3.270191,0
41:37.0,750,3.267629,0
41:37.3,750.25,3.266348,0
41:37.5,750.5,3.266348,0
41:37.8,750.75,3.265067,0
41:38.0,751,3.265067,0
41:38.2,751.25,3.267629,0
41:38.5,751.5,3.263786,0
41:38.8,751.75,3.265067,0
41:39.0,752,3.259942,0
41:39.3,752.25,3.265067,0
41:39.5,752.5,3.263786,0
41:39.8,752.75,3.262505,0
41:40.0,753,3.259942,0
41:40.3,753.25,3.265067,0
41:40.5,753.5,3.263786,0
41:40.7,753.75,3.261223,0
41:41.0,754,3.265067,0
41:41.3,754.25,3.270191,0
41:41.5,754.5,3.266348,0
41:41.7,754.75,3.261223,0
41:42.0,755,3.263786,0
41:42.3,755.25,3.262505,0
41:42.5,755.5,3.261223,0
41:42.8,755.75,3.265067,0
41:43.0,756,3.259942,0
41:43.3,756.25,3.265067,0
41:43.5,756.5,3.263786,0
41:43.7,756.75,3.261223,0
41:44.0,757,3.266348,0
41:44.2,757.25,3.265067,0
41:44.5,757.5,3.262505,0
41:44.8,757.75,3.259942,0
41:45.0,758,3.259942,0
41:45.3,758.25,3.259942,0
41:45.5,758.5,3.261223,0
41:45.8,758.75,3.262505,0
41:46.0,759,3.261223,0
41:46.2,759.25,3.259942,0
41:46.5,759.5,3.266348,0
41:46.8,759.75,3.267629,0
41:47.0,760,3.265067,0
41:47.3,760.25,3.265067,0
41:47.5,760.5,3.277878,0
41:47.7,760.75,3.272753,0
41:48.0,761,3.26891,0
41:48.3,761.25,3.265067,0
41:48.5,761.5,3.263786,0
41:48.8,761.75,3.267629,0
41:49.0,762,3.267629,0
41:49.3,762.25,3.263786,0
41:49.5,762.5,3.26891,0
41:49.8,762.75,3.26891,0
41:50.0,763,3.26891,0
41:50.2,763.25,3.262505,0
41:50.5,763.5,3.266348,0
41:50.8,763.75,3.263786,0
41:51.0,764,3.267629,0
41:51.2,764.25,3.266348,0
41:51.5,764.5,3.274034,0
41:51.8,764.75,3.266348,0
41:52.0,765,3.270191,0
41:52.3,765.25,3.270191,0
41:52.5,765.5,3.270191,0
41:52.8,765.75,3.267629,0
41:53.0,766,3.26891,0
41:53.2,766.25,3.263786,0
41:53.5,766.5,3.270191,0
41:53.7,766.75,3.262505,0
41:54.0,767,3.262505,0
41:54.3,767.25,3.263786,0
41:54.5,767.5,3.265067,0
41:54.8,767.75,3.261223,0
41:55.0,768,3.263786,0
41:55.3,768.25,3.261223,0
41:55.5,768.5,3.259942,0
41:55.7,768.75,3.259942,0
41:56.0,769,3.263786,0
41:56.3,769.25,3.252256,0
41:56.5,769.5,3.259942,0
41:56.8,769.75,3.262505,0
41:57.0,770,3.261223,0
41:57.2,770.25,3.263786,0
41:57.5,770.5,3.261223,0
41:57.8,770.75,3.270191,0
41:58.0,771,3.261223,0
41:58.3,771.25,3.265067,0
41:58.5,771.5,3.25738,0
41:58.8,771.75,3.261223,0
41:59.0,772,3.261223,0
41:59.3,772.25,3.261223,0
41:59.5,772.5,3.258661,0
41:59.7,772.75,3.262505,0
42:00.0,773,3.262505,0
42:00.3,773.25,3.262505,0
42:00.5,773.5,3.265067,0
42:00.8,773.75,3.262505,0
42:01.0,774,3.259942,0
42:01.3,774.25,3.267629,0
42:01.5,774.5,3.259942,0
42:01.8,774.75,3.25738,0
42:02.0,775,3.259942,0
42:02.3,775.25,3.263786,0
42:02.5,775.5,3.261223,0
42:02.7,775.75,3.265067,0
42:03.0,776,3.262505,0
42:03.2,776.25,3.270191,0
42:03.5,776.5,3.266348,0
42:03.8,776.75,3.266348,0
42:04.0,777,3.265067,0
42:04.3,777.25,3.265067,0
42:04.5,777.5,3.266348,0
42:04.8,777.75,3.259942,0
42:05.0,778,3.259942,0
42:05.2,778.25,3.265067,0
42:05.5,778.5,3.263786,0
42:05.8,778.75,3.266348,0
42:06.0,779,3.258661,0
42:06.3,779.25,3.265067,0
42:06.5,779.5,3.261223,0
42:06.7,779.75,3.259942,0
42:07.0,780,3.259942,0
42:07.3,780.25,3.259942,0
42:07.5,780.5,3.276597,0
42:07.8,780.75,3.266348,0
42:08.0,781,3.265067,0
42:08.3,781.25,3.259942,0
42:08.5,781.5,3.261223,0
42:08.8,781.75,3.267629,0
42:09.0,782,3.262505,0
42:09.2,782.25,3.261223,0
42:09.5,782.5,3.258661,0
42:09.8,782.75,3.263786,0
42:10.0,783,3.256099,0
42:10.3,783.25,3.258661,0
42:10.5,783.5,3.25738,0
42:10.8,783.75,3.25738,0
42:11.0,784,3.258661,0
42:11.3,784.25,3.25738,0
42:11.5,784.5,3.25738,0
42:11.8,784.75,3.261223,0
42:12.0,785,3.258661,0
42:12.2,785.25,3.265067,0
42:12.5,785.5,3.254818,0
42:12.7,785.75,3.253537,0
42:13.0,786,3.25738,0
42:13.3,786.25,3.259942,0
42:13.5,786.5,3.258661,0
42:13.8,786.75,3.25738,0
42:14.0,787,3.261223,0
42:14.3,787.25,3.265067,0
42:14.5,787.5,3.265067,0
42:14.7,787.75,3.258661,0
42:15.0,788,3.254818,0
42:15.3,788.25,3.25738,0
42:15.5,788.5,3.256099,0
42:15.8,788.75,3.258661,0
42:16.0,789,3.254818,0
42:16.2,789.25,3.258661,0
42:16.5,789.5,3.261223,0
42:16.8,789.75,3.258661,0
42:17.0,790,3.258661,0
42:17.3,790.25,3.259942,0
42:17.5,790.5,3.254818,0
42:17.8,790.75,3.254818,0
42:18.0,791,3.25738,0
42:18.3,791.25,3.254818,0
42:18.5,791.5,3.250975,0
42:18.7,791.75,3.254818,0
42:19.0,792,3.254818,0
42:19.3,792.25,3.25738,0
42:19.5,792.5,3.256099,0
42:19.8,792.75,3.261223,0
42:20.0,793,3.254818,0
42:20.3,793.25,3.258661,0
42:20.5,793.5,3.258661,0
42:20.8,793.75,3.25738,0
42:21.0,794,3.253537,0
42:21.3,794.25,3.256099,0
42:21.5,794.5,3.256099,0
42:21.7,794.75,3.25738,0
42:22.0,795,3.25738,0
42:22.2,795.25,3.25738,0
42:22.5,795.5,3.263786,0
42:22.8,795.75,3.267629,0
42:23.0,796,3.258661,0
42:23.3,796.25,3.253537,0
42:23.5,796.5,3.256099,0
42:23.8,796.75,3.254818,0
42:24.0,797,3.252256,0
42:24.2,797.25,3.248412,0
42:24.5,797.5,3.254818,0
42:24.8,797.75,3.252256,0
42:25.0,798,3.256099,0
42:25.3,798.25,3.25738,0
42:25.5,798.5,3.252256,0
42:25.7,798.75,3.25738,0
42:26.0,799,3.250975,0
42:26.3,799.25,3.253537,0
42:26.5,799.5,3.250975,0
42:26.8,799.75,3.254818,0
42:27.0,800,3.252256,0
42:27.3,800.25,3.252256,0
42:27.5,800.5,3.270191,0
42:27.8,800.75,3.262505,0
42:28.0,801,3.262505,0
42:28.2,801.25,3.25738,0
42:28.5,801.5,3.25738,0
42:28.8,801.75,3.25738,0
42:29.0,802,3.25738,0
42:29.3,802.25,3.254818,0
42:29.5,802.5,3.254818,0
42:29.8,802.75,3.256099,0
42:30.0,803,3.259942,0
42:30.3,803.25,3.25738,0
42:30.5,803.5,3.25738,0
42:30.8,803.75,3.259942,0
42:31.0,804,3.256099,0
42:31.3,804.25,3.256099,0
42:31.5,804.5,3.25738,0
42:31.7,804.75,3.25738,0
42:32.0,805,3.254818,0
42:32.3,805.25,3.252256,0
42:32.5,805.5,3.249693,0
42:32.8,805.75,3.25738,0
42:33.0,806,3.256099,0
42:33.3,806.25,3.252256,0
42:33.5,806.5,3.25738,0
42:33.7,806.75,3.25738,0
42:34.0,807,3.256099,0
42:34.2,807.25,3.254818,0
42:34.5,807.5,3.250975,0
42:34.8,807.75,3.249693,0
42:35.0,808,3.253537,0
42:35.2,808.25,3.254818,0
42:35.5,808.5,3.252256,0
42:35.8,808.75,3.249693,0
42:36.0,809,3.256099,0
42:36.3,809.25,3.258661,0
42:36.5,809.5,3.253537,0
42:36.8,809.75,3.244569,0
42:37.0,810,3.254818,0
42:37.3,810.25,3.249693,0
42:37.5,810.5,3.249693,0
42:37.7,810.75,3.252256,0
42:38.0,811,3.254818,0
42:38.3,811.25,3.250975,0
42:38.5,811.5,3.242007,0
42:38.8,811.75,3.250975,0
42:39.0,812,3.25738,0
42:39.3,812.25,3.254818,0
42:39.5,812.5,3.254818,0
42:39.8,812.75,3.253537,0
42:40.0,813,3.250975,0
42:40.3,813.25,3.248412,0
42:40.5,813.5,3.249693,0
42:40.8,813.75,3.252256,0
42:41.0,814,3.248412,0
42:41.2,814.25,3.253537,0
42:41.5,814.5,3.250975,0
42:41.8,814.75,3.258661,0
42:42.0,815,3.25738,0
42:42.3,815.25,3.25738,0
42:42.5,815.5,3.254818,0
42:42.8,815.75,3.253537,0
42:43.0,816,3.253537,0
42:43.2,816.25,3.25738,0
42:43.5,816.5,3.25738,0
42:43.7,816.75,3.25738,0
42:44.0,817,3.25738,0
42:44.3,817.25,3.25738,0
42:44.5,817.5,3.266348,0
42:44.7,817.75,3.261223,0
42:45.0,818,3.259942,0
42:45.3,818.25,3.250975,0
42:45.5,818.5,3.254818,0
42:45.8,818.75,3.25738,0
42:46.0,819,3.256099,0
42:46.3,819.25,3.252256,0
42:46.5,819.5,3.256099,0
42:46.8,819.75,3.253537,0
42:47.0,820,3.256099,0
42:47.2,820.25,3.252256,0
42:47.5,820.5,3.271472,0
42:47.8,820.75,3.262505,0
42:48.0,821,3.25738,0
42:48.3,821.25,3.259942,0
42:48.5,821.5,3.253537,0
42:48.8,821.75,3.25738,0
42:49.0,822,3.258661,0
42:49.3,822.25,3.256099,0
42:49.5,822.5,3.25738,0
42:49.8,822.75,3.256099,0
42:50.0,823,3.258661,0
42:50.3,823.25,3.25738,0
42:50.5,823.5,3.25738,0
42:50.7,823.75,3.254818,0
42:51.0,824,3.256099,0
42:51.3,824.25,3.252256,0
42:51.5,824.5,3.254818,0
42:51.8,824.75,3.25738,0
42:52.0,825,3.25738,0
42:52.3,825.25,3.256099,0
42:52.5,825.5,3.256099,0
42:52.7,825.75,3.25738,0
42:53.0,826,3.254818,0
42:53.2,826.25,3.256099,0
42:53.5,826.5,3.258661,0
42:53.8,826.75,3.256099,0
42:54.0,827,3.250975,0
42:54.2,827.25,3.252256,0
42:54.5,827.5,3.256099,0
42:54.8,827.75,3.25738,0
42:55.0,828,3.253537,0
42:55.3,828.25,3.256099,0
42:55.5,828.5,3.263786,0
42:55.8,828.75,3.252256,0
42:56.0,829,3.256099,0
42:56.3,829.25,3.25738,0
42:56.5,829.5,3.258661,0
42:56.7,829.75,3.256099,0
42:57.0,830,3.256099,0
42:57.3,830.25,3.258661,0
42:57.5,830.5,3.25738,0
42:57.8,830.75,3.262505,0
42:58.0,831,3.25738,0
42:58.3,831.25,3.259942,0
42:58.5,831.5,3.258661,0
42:58.8,831.75,3.25738,0
42:59.0,832,3.254818,0
42:59.3,832.25,3.250975,0
42:59.5,832.5,3.256099,0
42:59.8,832.75,3.254818,0
43:00.0,833,3.256099,0
43:00.2,833.25,3.25738,0
43:00.5,833.5,3.25738,0
43:00.8,833.75,3.256099,0
43:01.0,834,3.259942,0
43:01.3,834.25,3.25738,0
43:01.5,834.5,3.258661,0
43:01.8,834.75,3.261223,0
43:02.0,835,3.256099,0
43:02.2,835.25,3.256099,0
43:02.5,835.5,3.261223,0
43:02.7,835.75,3.259942,0
43:03.0,836,3.258661,0
43:03.3,836.25,3.25738,0
43:03.5,836.5,3.254818,0
43:03.7,836.75,3.262505,0
43:04.0,837,3.261223,0
43:04.3,837.25,3.253537,0
43:04.5,837.5,3.253537,0
43:04.7,837.75,3.252256,0
43:05.0,838,3.253537,0
43:05.3,838.25,3.250975,0
43:05.5,838.5,3.248412,0
43:05.8,838.75,3.252256,0
43:06.0,839,3.252256,0
43:06.2,839.25,3.248412,0
43:06.5,839.5,3.25738,0
43:06.8,839.75,3.253537,0
43:07.0,840,3.250975,0
43:07.3,840.25,3.252256,0
43:07.5,840.5,3.262505,0
43:07.8,840.75,3.256099,0
43:08.0,841,3.254818,0
43:08.3,841.25,3.250975,0
43:08.5,841.5,3.252256,0
43:08.8,841.75,3.253537,0
43:09.0,842,3.252256,0
43:09.3,842.25,3.254818,0
43:09.5,842.5,3.250975,0
43:09.7,842.75,3.247131,0
43:10.0,843,3.252256,0
43:10.3,843.25,3.248412,0
43:10.5,843.5,3.248412,0
43:10.8,843.75,3.242007,0
43:11.0,844,3.244569,0
43:11.3,844.25,3.247131,0
43:11.5,844.5,3.247131,0
43:11.7,844.75,3.239445,0
43:12.0,845,3.247131,0
43:12.2,845.25,3.244569,0
43:12.5,845.5,3.243288,0
